x,y
0.4654430395477655,0.9498301504183475
0.6888835870961297,-0.4448732211505097
1.8361039360738183,0.12346796422239051
0.7522283566191429,0.70726494790715
-0.32185643620291043,0.8633985026942883
-0.9564205383747597,0.05463035951900534
1.0147770218328405,0.09177102458528996
1.0814260457478109,-0.40422063103946204
0.6710825747762463,0.8610904280664656
0.23310758054121775,-0.053960906415766466
0.782199485137151,0.4642151607040591
0.21390852193800186,0.9161750239069535
0.5138690241473345,0.7767751336734265
2.0529645243129107,0.43846391640935617
0.2903177474245529,-0.11180052270869054
-0.853006815902719,0.6843979732168848
0.9122832345578306,0.13787256324430483
-0.6064776800419153,0.7329313461402877
-0.25948772270924464,0.9149719865538004
0.6219770254036502,0.8128033709737733
0.9810611694237379,0.013743572908375488
2.051112120243851,0.29960730811961434
1.7331722503085392,-0.19060063568264532
2.1000760815989867,0.4193652245621816
0.23453343921302527,-0.19726392602091458
1.7862075805010798,-0.14110408402476976
0.7596308049433715,0.6135236421852248
0.057091256909515414,0.9493275174511658
1.8437858259918105,-0.030235625885783254
0.8464036781216036,-0.6075958425307407
2.120059287715545,0.35350228074084405
-0.18661027910578723,0.9617080798692634
0.769171835880198,0.6377464266786995
-0.8942562545804867,0.4997109053354456
-0.4535361271604376,0.820056280338243
1.0292072602527755,-0.3924268062317184
0.13973312715187963,1.0836758719934403
1.6532610994788564,-0.18610918648075248
0.9261170038039561,-0.5299208560311999
-0.8536535811867477,0.26527042608272977
0.22935087622074996,-0.06637396764819736
1.0186267744663233,0.3569097898702554
1.4648359225606278,-0.3735134718878896
1.9079790810475186,0.1454545465790603
0.9073265166546752,0.2025322776057889
-0.3113632001711949,0.9768695722263085
1.2442986629750947,-0.49949344359986614
0.5493474651369056,0.8814755941568866
0.8543958055799981,0.5747961842667233
1.4417666154659765,-0.3168724542446791
-1.0259281890890553,0.491566709326277
-0.8182694575052358,0.5954751066808256
0.5020368434463827,0.8764149493284141
2.0077659947925186,0.14316457109804248
1.9356686391284483,0.4241917245825328
0.19337756116679242,0.0652778585545328
-0.5246072981695334,0.803615402918426
-0.14673432032847114,0.8548959982421965
0.19876421987208642,1.0365889183024248
-0.37521408740539497,0.8778017675231589
0.7067219748733775,0.6826388069700975
-0.35521555364337754,0.9193286946149344
-0.08128713911743082,0.2640125487179975
1.6365589539722187,0.027600963412007462
1.736342526863115,0.09441415577422622
0.6779383480161764,0.7102228267761521
1.868675327018556,0.22842023302100012
1.9975444117911407,0.4702809693172057
0.6645045875146848,0.7766913157889415
0.057225036264523105,0.2956680746870241
-0.08873733277161479,0.3668721434480028
1.0015724914337443,0.028795437477813296
0.5749383165980285,-0.4255807412612822
0.20204877895589482,-0.2827354580674557
0.7833543488172456,-0.539900467498801
1.803790571461745,0.03181495226051653
-0.01859597388198923,0.3000792713612468
-0.7888363669811902,0.543672445226241
1.914637354242186,0.11407845870191378
0.8146980780220068,-0.4791839027567548
-0.9772396193920453,0.24796453967270343
0.7378824680723287,-0.4607507714335904
2.0606242364294336,0.5224657726803251
0.17338350055054352,-0.03480823019172691
0.6590009848088089,0.6781137763512385
0.8632352436701423,0.43873331180921854
0.02551564990050411,1.013964240739422
-0.6539126085068948,0.6907335107791529
0.20931929073548142,-0.2544787201478677
-0.7460872364162214,0.7772996703860594
-0.8031665601401787,0.775001822536709
1.9583100244211225,0.010362328220959331
0.9536934433682243,0.6868472661043641
-0.14052976149539417,0.5747219320564326
-0.8631729519387057,0.3877596033664846
-1.0792036042134678,0.2399876909140069
-0.8799505956933691,0.6772010482405456
0.9501320830033017,0.02720090248334045
0.6993195684277097,-0.42626771917436745
0.6554123003093594,0.8292201395689307
0.5846168953512946,0.8424645138168645
-0.5195707086806308,0.8566428078947599
1.821560467048282,0.026879227693274846
0.15379751002148734,0.13448449982121155
0.6111582097938659,0.7826707322120393
0.8529707220285057,-0.3671381460653507
0.16877533115020715,1.048516776214788
-0.9812623189695558,0.12670161885291148
-0.961278957748183,0.3533661018686857
0.5145200461100385,-0.34431888989474396
-0.352270750192633,0.7316255048780993
1.0537477071822676,-0.4723405708151392
1.927593116138479,0.2687594989818796
1.982588838905436,0.27137937819426033
0.35577678872733987,-0.14618813323977237
0.4547641590521895,-0.2571500956210629
0.05143683265509376,0.005055104164839716
0.028605673419357915,1.024596839543631
1.487944988201549,-0.3439254439219091
0.9260289032064069,-0.46063597910503684
0.007101114123757246,0.9512303391248387
1.0474977954053544,0.11146407543939484
0.3521702504254681,-0.3284711330259653
1.6627040533050537,-0.08284116828593946
-0.354899724531352,0.9399801661954654
0.24271244227862035,1.135759253765864
2.099892901990932,0.10953448340550202
-1.0846798831303395,-0.10243194036961911
1.9383883938105122,0.36767770180941134
0.980174852327256,-0.6064574064472995
0.5044397877923034,0.7188497842154087
2.0614284805265894,0.5028427039797082
-0.1655309518109304,0.9562826256428998
0.0212045365698176,1.070016541697668
0.9914843442399635,-0.4725058874267983
